Pattern String,Frequency,Sequence Support,Average Pattern Frequency,Proportional Pattern Frequency
DCDDCE,3,0.125,0.125,6.74E-05
DCDDCD,3,0.125,0.125,6.74E-05
EEEEBB,4,0.125,0.166666667,8.99E-05
CCFCFC,4,0.125,0.166666667,8.99E-05
DDEDDE,5,0.125,0.208333333,1.12E-04
FFCCCB,5,0.125,0.208333333,1.12E-04
DDEDED,4,0.125,0.166666667,8.99E-05
DDEDDC,4,0.125,0.166666667,8.99E-05
DDEDDD,7,0.125,0.291666667,1.57E-04
DCCDCD,3,0.125,0.125,6.74E-05
CBDBBD,3,0.125,0.125,6.74E-05
CCFBBB,4,0.125,0.166666667,8.99E-05
DDFFFC,3,0.125,0.125,6.74E-05
DDECCB,3,0.125,0.125,6.74E-05
DDFFFD,3,0.125,0.125,6.74E-05
HHBHHH,4,0.125,0.166666667,8.99E-05
DDECBB,4,0.125,0.166666667,8.99E-05
DDFFCD,3,0.125,0.125,6.74E-05
DCDFDB,3,0.125,0.125,6.74E-05
CBEECC,3,0.125,0.125,6.74E-05
CBFCBB,4,0.125,0.166666667,8.99E-05
BEEDDE,3,0.125,0.125,6.74E-05
DBCDDD,3,0.125,0.125,6.74E-05
FFDDBB,4,0.125,0.166666667,8.99E-05
BDBBBD,4,0.125,0.166666667,8.99E-05
EEEDDB,3,0.125,0.125,6.74E-05
BEECCC,3,0.125,0.125,6.74E-05
DBCCDC,3,0.125,0.125,6.74E-05
CFCBCC,4,0.125,0.166666667,8.99E-05
DBCCBB,3,0.125,0.125,6.74E-05
FFCBBC,3,0.125,0.125,6.74E-05
BDCDDD,3,0.125,0.125,6.74E-05
EDDDBB,3,0.125,0.125,6.74E-05
CHHHHC,3,0.125,0.125,6.74E-05
DCDCCC,5,0.125,0.208333333,1.12E-04
DCDCDC,3,0.125,0.125,6.74E-05
DBBCDC,3,0.125,0.125,6.74E-05
DBBCDD,4,0.125,0.166666667,8.99E-05
DBBCBB,3,0.125,0.125,6.74E-05
EDDDED,4,0.125,0.166666667,8.99E-05
EDDECD,4,0.125,0.166666667,8.99E-05
BDBBDC,3,0.125,0.125,6.74E-05
EDDEDD,8,0.125,0.333333333,1.80E-04
GGCCCB,3,0.125,0.125,6.74E-05
BFFBBB,6,0.125,0.25,1.35E-04
DDFBBC,3,0.125,0.125,6.74E-05
DBBBEF,3,0.125,0.125,6.74E-05
DBBBCC,3,0.125,0.125,6.74E-05
DBBBCD,4,0.125,0.166666667,8.99E-05
DCEEEE,3,0.125,0.125,6.74E-05
DBBBCF,3,0.125,0.125,6.74E-05
CFCCFF,3,0.125,0.125,6.74E-05
CFCCFC,4,0.125,0.166666667,8.99E-05
BDDCCB,4,0.125,0.166666667,8.99E-05
BCBCCB,3,0.125,0.125,6.74E-05
BCCFFC,3,0.125,0.125,6.74E-05
BDDCDD,3,0.125,0.125,6.74E-05
DCFCCC,3,0.125,0.125,6.74E-05
DCFCDC,3,0.125,0.125,6.74E-05
ECBBBC,6,0.125,0.25,1.35E-04
EDDBBB,4,0.125,0.166666667,8.99E-05
BCBBCC,3,0.125,0.125,6.74E-05
BCBBCB,5,0.125,0.208333333,1.12E-04
BDDBBD,5,0.125,0.208333333,1.12E-04
BDDBBB,10,0.125,0.416666667,2.25E-04
DCHHHH,3,0.125,0.125,6.74E-05
DBDBBD,4,0.125,0.166666667,8.99E-05
CECDCC,3,0.125,0.125,6.74E-05
CFFFCC,3,0.125,0.125,6.74E-05
HHBBBD,3,0.125,0.125,6.74E-05
HHBBBB,7,0.125,0.291666667,1.57E-04
HHDHHH,3,0.125,0.125,6.74E-05
EDDCDD,4,0.125,0.166666667,8.99E-05
BCCFBB,5,0.125,0.208333333,1.12E-04
ECBCFC,3,0.125,0.125,6.74E-05
EDDCEE,3,0.125,0.125,6.74E-05
BEEBBB,4,0.125,0.166666667,8.99E-05
CFDDDB,4,0.125,0.166666667,8.99E-05
BDDDCC,6,0.125,0.25,1.35E-04
BDDDBB,8,0.125,0.333333333,1.80E-04
BDDDFF,3,0.125,0.125,6.74E-05
DBDDDD,4,0.125,0.166666667,8.99E-05
DBDDDC,3,0.125,0.125,6.74E-05
ECCDCC,4,0.125,0.166666667,8.99E-05
HCDCHH,3,0.125,0.125,6.74E-05
DCCDCCC,3,0.125,0.125,6.75E-05
ECBBBBB,3,0.125,0.125,6.75E-05
DDDDHHH,4,0.125,0.166666667,9.00E-05
FDDDDBB,3,0.125,0.125,6.75E-05
DCCDDDC,4,0.125,0.166666667,9.00E-05
BCDDBBB,3,0.125,0.125,6.75E-05
HFHHHHH,4,0.125,0.166666667,9.00E-05
CCCDCBC,3,0.125,0.125,6.75E-05
CCBBCCD,4,0.125,0.166666667,9.00E-05
CCBBCDB,3,0.125,0.125,6.75E-05
CCCDCDD,3,0.125,0.125,6.75E-05
CCCDCCC,7,0.125,0.291666667,1.57E-04
CFCCBBB,3,0.125,0.125,6.75E-05
CFCCBBC,3,0.125,0.125,6.75E-05
DDEDDCD,3,0.125,0.125,6.75E-05
BBCFCBB,3,0.125,0.125,6.75E-05
BBCFCCB,3,0.125,0.125,6.75E-05
BBCFCDC,3,0.125,0.125,6.75E-05
EDDDDDC,4,0.125,0.166666667,9.00E-05
EDDDEED,3,0.125,0.125,6.75E-05
CCBBBBD,5,0.125,0.208333333,1.12E-04
CCBBBCF,3,0.125,0.125,6.75E-05
CCBBBCB,3,0.125,0.125,6.75E-05
CCBBBDD,3,0.125,0.125,6.75E-05
CCBBBDB,3,0.125,0.125,6.75E-05
CFCCCCD,3,0.125,0.125,6.75E-05
DBBDBBB,3,0.125,0.125,6.75E-05
DDDBCDD,3,0.125,0.125,6.75E-05
CCDDCBB,3,0.125,0.125,6.75E-05
CCCBCCC,4,0.125,0.166666667,9.00E-05
BCBBBBD,3,0.125,0.125,6.75E-05
CCDDCCD,4,0.125,0.166666667,9.00E-05
BDDDFFF,3,0.125,0.125,6.75E-05
BDDBBBB,6,0.125,0.25,1.35E-04
HHHBHHH,4,0.125,0.166666667,9.00E-05
DCCBBCB,3,0.125,0.125,6.75E-05
DCCBBBD,3,0.125,0.125,6.75E-05
DCCBBBB,6,0.125,0.25,1.35E-04
BCCDCBB,4,0.125,0.166666667,9.00E-05
BCCDCCB,3,0.125,0.125,6.75E-05
FCBBBBB,3,0.125,0.125,6.75E-05
DCDDCCB,3,0.125,0.125,6.75E-05
DCDDCCD,4,0.125,0.166666667,9.00E-05
DCCBCDC,3,0.125,0.125,6.75E-05
DCCBCBB,4,0.125,0.166666667,9.00E-05
CBCFCCD,3,0.125,0.125,6.75E-05
CBCFCBC,3,0.125,0.125,6.75E-05
CBCFCFC,4,0.125,0.166666667,9.00E-05
BBCDDDD,3,0.125,0.125,6.75E-05
BBCDDDB,3,0.125,0.125,6.75E-05
BBCDDBB,3,0.125,0.125,6.75E-05
BBCDDCC,3,0.125,0.125,6.75E-05
BBCDDCE,3,0.125,0.125,6.75E-05
BBCDDCD,3,0.125,0.125,6.75E-05
BBBBDDF,4,0.125,0.166666667,9.00E-05
CBBBCCF,5,0.125,0.208333333,1.12E-04
CBCDCBC,4,0.125,0.166666667,9.00E-05
CBBBCFC,4,0.125,0.166666667,9.00E-05
CBCDCDC,3,0.125,0.125,6.75E-05
BDHHHHH,3,0.125,0.125,6.75E-05
BBCDCCD,4,0.125,0.166666667,9.00E-05
BBBBCFC,4,0.125,0.166666667,9.00E-05
CCDDFFC,3,0.125,0.125,6.75E-05
BBBBCCE,3,0.125,0.125,6.75E-05
BBBBCBC,4,0.125,0.166666667,9.00E-05
CBBBBCF,4,0.125,0.166666667,9.00E-05
CBBBBCD,3,0.125,0.125,6.75E-05
CBBBBBD,4,0.125,0.166666667,9.00E-05
DBBBBCD,3,0.125,0.125,6.75E-05
CBBBBFF,3,0.125,0.125,6.75E-05
BBBBBHH,5,0.125,0.208333333,1.12E-04
CCDDEEC,4,0.125,0.166666667,9.00E-05
CDFBBBC,3,0.125,0.125,6.75E-05
DBBBCDD,4,0.125,0.166666667,9.00E-05
DBBBDDB,3,0.125,0.125,6.75E-05
CCDDDCC,5,0.125,0.208333333,1.12E-04
DBCDDDD,3,0.125,0.125,6.75E-05
DDFBBCC,3,0.125,0.125,6.75E-05
DBBBEFF,3,0.125,0.125,6.75E-05
DCEDDDD,3,0.125,0.125,6.75E-05
BBBDDDF,3,0.125,0.125,6.75E-05
BBBDDDB,5,0.125,0.208333333,1.12E-04
BBBDDFF,4,0.125,0.166666667,9.00E-05
BBCDBBC,3,0.125,0.125,6.75E-05
BBCDBBB,3,0.125,0.125,6.75E-05
BBBBBCE,3,0.125,0.125,6.75E-05
BBBBBBE,3,0.125,0.125,6.75E-05
BCDDBCB,3,0.125,0.125,6.75E-05
BCDDCDD,3,0.125,0.125,6.75E-05
DECCBBB,3,0.125,0.125,6.75E-05
CBCDDCB,3,0.125,0.125,6.75E-05
CBCDDCF,3,0.125,0.125,6.75E-05
CBBBDBB,3,0.125,0.125,6.75E-05
BCDDDBB,3,0.125,0.125,6.75E-05
BBDDFFD,3,0.125,0.125,6.75E-05
HHHFHHH,4,0.125,0.166666667,9.00E-05
BBFFBBB,5,0.125,0.208333333,1.12E-04
CDBBBBB,4,0.125,0.166666667,9.00E-05
DDCEBBB,3,0.125,0.125,6.75E-05
BCFDDDD,4,0.125,0.166666667,9.00E-05
BBDDBBD,4,0.125,0.166666667,9.00E-05
DDCEECC,3,0.125,0.125,6.75E-05
DDCEEEE,3,0.125,0.125,6.75E-05
DDCEDDD,3,0.125,0.125,6.75E-05
CCFCCBB,3,0.125,0.125,6.75E-05
CCFCCCC,4,0.125,0.166666667,9.00E-05
BBDDDFF,3,0.125,0.125,6.75E-05
CDCFCCC,3,0.125,0.125,6.75E-05
BBDDDDC,3,0.125,0.125,6.75E-05
HHHHHFH,5,0.125,0.208333333,1.12E-04
HHHHHHE,3,0.125,0.125,6.75E-05
HHHHHHB,6,0.125,0.25,1.35E-04
HHHHHBB,8,0.125,0.333333333,1.80E-04
CCFCBBB,3,0.125,0.125,6.75E-05
BBCBCCC,3,0.125,0.125,6.75E-05
CDCBBBB,4,0.125,0.166666667,9.00E-05
FFCBBCC,3,0.125,0.125,6.75E-05
BEECCCC,3,0.125,0.125,6.75E-05
DDCCBCF,3,0.125,0.125,6.75E-05
CDCBCDC,5,0.125,0.208333333,1.12E-04
FCCCCBB,3,0.125,0.125,6.75E-05
DDDEEEE,3,0.125,0.125,6.75E-05
CEEBBBE,3,0.125,0.125,6.75E-05
HHHBBHH,3,0.125,0.125,6.75E-05
CDDDDCB,3,0.125,0.125,6.75E-05
CDDDDDC,4,0.125,0.166666667,9.00E-05
CDDDDDE,3,0.125,0.125,6.75E-05
DDCCDCC,3,0.125,0.125,6.75E-05
CDCDCDD,3,0.125,0.125,6.75E-05
CDCDDCC,3,0.125,0.125,6.75E-05
EDDBBBB,4,0.125,0.166666667,9.00E-05
CFFBBBB,3,0.125,0.125,6.75E-05
DDDCCCC,3,0.125,0.125,6.75E-05
DDDCCCD,5,0.125,0.208333333,1.12E-04
CCBDDDD,3,0.125,0.125,6.75E-05
DCCEECC,3,0.125,0.125,6.75E-05
CCCFCBB,3,0.125,0.125,6.75E-05
CCCFCCB,3,0.125,0.125,6.75E-05
DDDCBBD,4,0.125,0.166666667,9.00E-05
DDDCBBB,5,0.125,0.208333333,1.12E-04
FBBCCDD,3,0.125,0.125,6.75E-05
DFBBBBB,4,0.125,0.166666667,9.00E-05
CCCCBBD,3,0.125,0.125,6.75E-05
CCCCBDC,3,0.125,0.125,6.75E-05
BCCCDCC,3,0.125,0.125,6.75E-05
BHHHHCD,3,0.125,0.125,6.75E-05
DDEEDDD,3,0.125,0.125,6.75E-05
DDEEDDB,3,0.125,0.125,6.75E-05
CCBCFCC,4,0.125,0.166666667,9.00E-05
HHFHHHH,4,0.125,0.166666667,9.00E-05
CHHHHHH,6,0.125,0.25,1.35E-04
FFBBBCC,3,0.125,0.125,6.75E-05
BCCCCCC,6,0.125,0.25,1.35E-04
BBBEEDD,4,0.125,0.166666667,9.00E-05
EDDEEBB,3,0.125,0.125,6.75E-05
BDDCDDD,3,0.125,0.125,6.75E-05
EHHHHHH,3,0.125,0.125,6.75E-05
CDDCCBC,6,0.125,0.25,1.35E-04
CDDCCDC,4,0.125,0.166666667,9.00E-05
CDDCCCC,5,0.125,0.208333333,1.12E-04
CDDCCCD,3,0.125,0.125,6.75E-05
CDDCDDB,3,0.125,0.125,6.75E-05
CDDCDDC,4,0.125,0.166666667,9.00E-05
CDDCDDD,4,0.125,0.166666667,9.00E-05
BCBCCCB,3,0.125,0.125,6.75E-05
CDDCEDE,3,0.125,0.125,6.75E-05
EDDECDD,3,0.125,0.125,6.75E-05
CCCCCDD,5,0.125,0.208333333,1.12E-04
CCCCCCD,6,0.125,0.25,1.35E-04
DCEEBBB,3,0.125,0.125,6.75E-05
CCDCCDC,3,0.125,0.125,6.75E-05
CCDCCDD,3,0.125,0.125,6.75E-05
CEBBBBB,3,0.125,0.125,6.75E-05
BBCCCCB,3,0.125,0.125,6.75E-05
CCDCBCD,3,0.125,0.125,6.75E-05
BBCCCDC,3,0.125,0.125,6.75E-05
CCDCBBC,4,0.125,0.166666667,9.00E-05
BHHHBBF,3,0.125,0.125,6.75E-05
BBCCCBB,4,0.125,0.166666667,9.00E-05
BBCCCBC,3,0.125,0.125,6.75E-05
CBBCDCC,3,0.125,0.125,6.75E-05
DCDCDDD,3,0.125,0.125,6.75E-05
DCDCDDC,3,0.125,0.125,6.75E-05
BBCCBCB,3,0.125,0.125,6.75E-05
BBCCBBC,4,0.125,0.166666667,9.00E-05
EEEEDDB,3,0.125,0.125,6.75E-05
CBBCCCC,4,0.125,0.166666667,9.00E-05
CBBCCCD,3,0.125,0.125,6.75E-05
CBBCCFC,3,0.125,0.125,6.75E-05
BBBCCBC,3,0.125,0.125,6.75E-05
BBBCCDC,4,0.125,0.166666667,9.00E-05
BBBCCCD,3,0.125,0.125,6.75E-05
HHHHBBB,8,0.125,0.333333333,1.80E-04
BCDCBCD,3,0.125,0.125,6.75E-05
CBCCDDE,3,0.125,0.125,6.75E-05
BBBCBBC,3,0.125,0.125,6.75E-05
EEEEBBB,3,0.125,0.125,6.75E-05
BCDCCBC,4,0.125,0.166666667,9.00E-05
CBCCCBB,4,0.125,0.166666667,9.00E-05
CBCCCBD,3,0.125,0.125,6.75E-05
CFCBBCC,3,0.125,0.125,6.75E-05
CFCBCBC,3,0.125,0.125,6.75E-05
CFCBCDD,3,0.125,0.125,6.75E-05
BBBCDDB,4,0.125,0.166666667,9.00E-05
CFDDDBB,3,0.125,0.125,6.75E-05
BBBCCFD,3,0.125,0.125,6.75E-05
BCFCBBC,3,0.125,0.125,6.75E-05
DDBDDDD,4,0.125,0.166666667,9.00E-05
BBDCBBB,3,0.125,0.125,6.75E-05
HBBBBBB,6,0.125,0.25,1.35E-04
CBBBHHH,3,0.125,0.125,6.75E-05
CBCBBBB,3,0.125,0.125,6.75E-05
EEBBBEE,3,0.125,0.125,6.75E-05
BBCCEDD,3,0.125,0.125,6.75E-05
BBCCDCC,3,0.125,0.125,6.75E-05
BBCCDDE,3,0.125,0.125,6.75E-05
DDCDDCC,4,0.125,0.166666667,9.00E-05
BBCCFFC,3,0.125,0.125,6.75E-05
BBCCFCC,5,0.125,0.208333333,1.12E-04
BBCCFDD,4,0.125,0.166666667,9.00E-05
CCFDDDD,3,0.125,0.125,6.75E-05
DDBBCDD,4,0.125,0.166666667,9.00E-05
HHBBHHH,3,0.125,0.125,6.75E-05
BCCFDDD,3,0.125,0.125,6.75E-05
CDDEEBB,3,0.125,0.125,6.75E-05
BDDDBBB,7,0.125,0.291666667,1.57E-04
DDDFFBB,3,0.125,0.125,6.75E-05
DDDDBBD,4,0.125,0.166666667,9.00E-05
BDDFFDD,3,0.125,0.125,6.75E-05
DDCBBBB,4,0.125,0.166666667,9.00E-05
CDDCBBC,3,0.125,0.125,6.75E-05
CFFCCDD,3,0.125,0.125,6.75E-05
CCBCDCC,3,0.125,0.125,6.75E-05
CCBCDDC,4,0.125,0.166666667,9.00E-05
DDDDDCF,3,0.125,0.125,6.75E-05
DDDDCDD,5,0.125,0.208333333,1.12E-04
DDDDCCB,4,0.125,0.166666667,9.00E-05
CDCCBBC,4,0.125,0.166666667,9.00E-05
CCBCBBC,3,0.125,0.125,6.75E-05
CCBCBBB,3,0.125,0.125,6.75E-05
CCBCBCD,3,0.125,0.125,6.75E-05
CCBCBCC,3,0.125,0.125,6.75E-05
CDCCCCD,4,0.125,0.166666667,9.00E-05
CDCCCCB,3,0.125,0.125,6.75E-05
CDCCCDD,3,0.125,0.125,6.75E-05
DDDDEDD,4,0.125,0.166666667,9.00E-05
CDCCDDC,3,0.125,0.125,6.75E-05
